Title 电影,Rank 排名,Rank-2022,Director 导演,豆瓣电影,豆瓣打分,豆瓣信息,Year 年份,Region 地区,Genre 类型,IMDb Movie,IMDb Score
Grave of the Fireflies,🎉458,🎉750,Isao Takahata,[萤火虫之墓 火垂るの墓](https://movie.douban.com/subject/1293318/),🌟8.7,高畑勋 / 辰己努 / 白石绫乃 / 志乃原良子 / 动画 / 剧情 / 战争 / 日本 / 1988,1988,Japan,Animated-War-Drama,[Grave of the Fireflies](https://www.imdb.com/title/tt0095327/),🌟8.5
Paris is Burning,🎉459,🎉1024,Jennie Livingston,[巴黎在燃烧 Paris Is Burning](https://movie.douban.com/subject/1299344/),🌟9.0,詹尼•利文斯通 / Brooke Xtravaganza / André Christian / Dorian Corey / 纪录片 / 同性 / 美国 / 1990,1990,USA,Documentary,[Paris Is Burning](https://www.imdb.com/title/tt0100332/),🌟8.2
All the President's Men,🎉460,🎉487,Alan J. Pakula,[总统班底 All the President's Men](https://movie.douban.com/subject/1293715/),🌟8.0,艾伦·J·帕库拉 / 达斯汀·霍夫曼 / 罗伯特·雷德福 / 杰克·瓦尔登 / 剧情 / 历史 / 惊悚 / 美国 / 1976,1976,USA,Political-Drama,[All the President's Men](https://www.imdb.com/title/tt0074119/),🌟7.9
Senso,🎉461,🎉471,Luchino Visconti,[战国妖姬 Senso](https://movie.douban.com/subject/1303572/),🌟7.3,卢基诺·维斯康蒂 / 法利·格兰杰 / 阿莉达·瓦利 / 马西莫·吉洛蒂 / 剧情 / 历史 / 爱情 / 战争 / 意大利 / 1954,1954,Italy,Drama-Romance-War,[Senso](https://www.imdb.com/title/tt0047469/),🌟7.4
Lola,🎉462,🎉498,Jacques Demy,[萝拉 Lola](https://movie.douban.com/subject/1471815/),🌟7.9,雅克·德米 / 阿努克·艾梅 / Marc Michel / 雅克·阿尔当 / 剧情 / 爱情 / 法国/意大利 / 1961,1961,France,Romance-Drama,[Lola](https://www.imdb.com/title/tt0055093/),🌟7.5
Landscape in the Mist,🎉463,🎉437,Theo Angelopoulos,[雾中风景 Τοπίο στην ομίχλη](https://movie.douban.com/subject/1294252/),🌟9.0,西奥·安哲罗普洛斯 / 米哈利斯·齐克 / 塔尼娅·帕拉依奥罗葛 / 斯特拉托斯·楚措格卢 / 剧情 / 希腊/法国/意大利 / 1988,1988,Greece-Italy-France,Drama,[Landscape in the Mist](https://www.imdb.com/title/tt0096288/),🌟8
Syndromes and a Century,🎉464,🎉631,Apichatpong Weerasethakul,[恋爱症候群 แสงศตวรรษ](https://movie.douban.com/subject/1857095/),🌟7.9,阿彼察邦·韦拉斯哈古 / Nantarat Sawaddikul / Jaruchai Iamaram / Sophon Pukanok / 剧情 / 泰国/法国/奥地利 / 2006,2006,Thailand-France-Austria-Netherlands,Drama,[Syndromes and a Century](https://www.imdb.com/title/tt0477731/),🌟7.3
À nos amours,🎉465,🎉426,Maurice Pialat,[](),🌟,,1983,France,Drama,[À Nos Amours](https://www.imdb.com/title/tt0086650/),🌟7.1
"Dead, The",🎉466,🎉467,John Huston,[死者 The Dead](https://movie.douban.com/subject/1303529/),🌟7.5,约翰·休斯顿 / 安杰丽卡·休斯顿 / 多纳尔·麦卡恩 / 丹·奥赫里奇 / 剧情 / 英国/爱尔兰 / 1987,1987,USA,Drama,[The Dead](https://www.imdb.com/title/tt0092843/),🌟7.2
Carrie,🎉467,🎉364,Brian De Palma,[魔女嘉莉 Carrie](https://movie.douban.com/subject/1292664/),🌟7.5,布莱恩·德·帕尔玛 / 茜茜·斯派塞克 / 派珀·劳瑞 / 艾米·欧文 / 剧情 / 恐怖 / 美国 / 1976,1976,USA,Horror-Thriller,[Carrie](https://www.imdb.com/title/tt0074285/),🌟7.4
Dersu Uzala,🎉468,🎉461,Akira Kurosawa,[德尔苏·乌扎拉 Дерсу Узала](https://movie.douban.com/subject/1300034/),🌟8.4,黑泽明 / 马克西姆·蒙祖克 / 尤里·索洛明 / 斯韦特兰娜·丹尼尔琴科 / 冒险 / 剧情 / 苏联/日本 / 1975,1975,USSR-Japan,Drama-Adventure,[Dersu Uzala](https://www.imdb.com/title/tt0071411/),🌟8.2
High Noon,🎉469,🎉363,Fred Zinnemann,[正午 High Noon](https://movie.douban.com/subject/1298521/),🌟8.4,弗雷德·金尼曼 / 加里·库珀 / 格蕾丝·凯利 / 托马斯·米切尔 / 剧情 / 西部 / 美国 / 1952,1952,USA,Western,[High Noon](https://www.imdb.com/title/tt0044706/),🌟8
Koyaanisqatsi,🎉470,🎉544,Godfrey Reggio,[失衡生活 Koyaanisqatsi](https://movie.douban.com/subject/1298202/),🌟8.7,高佛雷·雷吉奥 / Lou Dobbs / 泰德·科佩尔 / 纪录片 / 音乐 / 美国 / 1982,1982,USA,Documentary,[Koyaanisqatsi](https://www.imdb.com/title/tt0085809/),🌟8.2
"Palm Beach Story, The",🎉471,🎉397,Preston Sturges,[棕榈滩的故事 The Palm Beach Story](https://movie.douban.com/subject/1303417/),🌟6.8,普莱斯顿·斯特奇斯 / 克劳黛·考尔白 / 乔尔·麦克雷 / 玛丽·阿斯特 / 爱情 / 喜剧 / 美国 / 1942,1942,USA,Romance-Comedy,[The Palm Beach Story](https://www.imdb.com/title/tt0035169/),🌟7.5
Network,🎉472,🎉411,Sidney Lumet,[电视台风云 Network](https://movie.douban.com/subject/1297531/),🌟8.4,西德尼·吕美特 / 费·唐纳薇 / 威廉·霍尔登 / 彼得·芬奇 / 剧情 / 美国 / 1976,1976,USA,Drama,[Network](https://www.imdb.com/title/tt0074958/),🌟8.1
Talk to Her,🎉473,🎉371,Pedro Almodóvar,[对她说 Hable con ella](https://movie.douban.com/subject/1292211/),🌟8.5,佩德罗·阿莫多瓦 / 哈维尔·卡马拉 / 达里奥·格兰迪内蒂 / 蕾欧诺·瓦特林 / 剧情 / 爱情 / 西班牙 / 2002,2002,Spain,Drama-Mystery-Romance,[Talk to Her](https://www.imdb.com/title/tt0287467/),🌟7.9
"Act of Killing, The",🎉474,🎉472,Joshua Oppenheimer,[杀戮演绎 The Act of Killing](https://movie.douban.com/subject/11538029/),🌟8.4,约书亚·奥本海默 / 安瓦尔·冈戈 / Herman Koto / Syamsul Arifin / 历史 / 犯罪 / 纪录片 / 英国/丹麦/挪威 / 2012,2012,Denmark-Norway-UK-Finland,Documentary-Crime-History,[The Act of Killing](https://www.imdb.com/title/tt2375605/),🌟8.2
Zama,🎉475,🎉1005,Lucrecia Martel,[扎马 Zama](https://movie.douban.com/subject/24719134/),🌟7.2,卢奎西亚·马特尔 / 丹尼尔·希梅内斯·卡乔 / 洛拉·杜埃尼亚斯 / 马修斯·纳克加勒 / 剧情 / 阿根廷/西班牙/法国/荷兰/美国/巴西/墨西哥/葡萄牙/黎巴嫩/瑞士 / 2017,2017,Argentina-Brazil-Spain-Dominican Republic-France-Netherlands-Mexico-Switzerland-USA-Portugal-Lebanon,Drama-History,[Zama](https://www.imdb.com/title/tt3409848/),🌟6.7
By the Bluest of Seas,🎉476,🎉674,Boris Barnet,[浮于碧海 У самого синего моря](https://movie.douban.com/subject/2369090/),🌟6.9,鲍里斯·巴尔涅特 / S. Mardanin / Alexei Dolinin / 谢尔盖·科马罗夫 / 尼古拉·克留奇科夫 / 剧情 / 苏联 / 1936,1936,USSR,Drama-Romance-Comedy,[By the Bluest of Seas](https://www.imdb.com/title/tt0028436/),🌟6.9
Pinocchio,🎉477,🎉476,Ben & Hamilton Luske Sharpsteen,[木偶奇遇记 Pinocchio](https://movie.douban.com/subject/1292757/),🌟8.4,汉密尔顿·卢斯科 / 宾·沙普斯坦 / 梅尔·布兰科 / 弗兰基·达罗 / 克里夫·爱德华兹 / 剧情 / 动画 / 奇幻 / 音乐 / 美国 / 1940,1940,USA,Fantasy-Family-Animated,[Pinocchio](https://www.imdb.com/title/tt0032910/),🌟7.5
Raise the Red Lantern,🎉478,🎉456,Zhang Yimou,[大红灯笼高高挂](https://movie.douban.com/subject/1293323/),🌟8.8,张艺谋 / 巩俐 / 马精武 / 何赛飞 / 剧情 / 中国大陆/中国香港/中国台湾 / 1991,1991,China-Hong Kong-Taiwan,Drama,[Raise the Red Lantern](https://www.imdb.com/title/tt0101640/),🌟8.1
To Kill a Mockingbird,🎉479,🎉365,Robert Mulligan,[杀死一只知更鸟 To Kill a Mockingbird](https://movie.douban.com/subject/1297991/),🌟8.6,罗伯特·马利根 / 格利高里·派克 / 约翰·梅根纳 / 弗兰克·奥弗顿 / 剧情 / 犯罪 / 美国 / 1962,1962,USA,Drama-Crime,[To Kill a Mockingbird](https://www.imdb.com/title/tt0056592/),🌟8.3
Phantom Thread,🎉480,🎉550,Paul Thomas Anderson,[魅影缝匠 Phantom Thread](https://movie.douban.com/subject/26809592/),🌟7.5,保罗·托马斯·安德森 / 丹尼尔·戴-刘易斯 / 薇姬·克里普斯 / 莱丝利·曼维尔 / 剧情 / 爱情 / 美国/英国 / 2017,2017,USA,Drama-Romance,[Phantom Thread](https://www.imdb.com/title/tt5776858/),🌟7.4
Once Upon a Time in Anatolia,🎉481,🎉536,Nuri Bilge Ceylan,[小亚细亚往事 Bir Zamanlar Anadolu'da](https://movie.douban.com/subject/5959260/),🌟7.8,努里·比格·锡兰 / 穆罕默德·乌祖内尔 / 伊尔玛兹·艾多甘 / 塔勒·比尔瑟尔 / 剧情 / 犯罪 / 土耳其/波黑 / 2011,2011,Turkey-Bosnia and Herzergovina,Crime-Drama,[Once Upon a Time in Anatolia](https://www.imdb.com/title/tt1827487/),🌟7.8
Five Easy Pieces,🎉482,🎉445,Bob Rafelson,[五支歌 Five Easy Pieces](https://movie.douban.com/subject/1298192/),🌟7.8,鲍勃·拉菲尔森 / 杰克·尼科尔森 / 凯伦·布莱克 / 比利·格林·布什 / 剧情 / 美国 / 1970,1970,USA,Drama,[Five Easy Pieces](https://www.imdb.com/title/tt0065724/),🌟7.4
"Steamboat Bill, Jr.",🎉483,🎉502,Buster & Charles Reisner Keaton,"[船长二世 Steamboat Bill, Jr.](https://movie.douban.com/subject/1292963/)",🌟8.6,查尔斯·赖斯纳 / 巴斯特·基顿 / 巴斯特·基顿 / 汤姆·麦奎尔 / 欧内斯特·托伦斯 / 剧情 / 喜剧 / 动作 / 爱情 / 家庭 / 美国 / 1928,1928,USA,Comedy-Adventure,"[Steamboat Bill, Jr.](https://www.imdb.com/title/tt0019421/)",🌟7.8
Masculin féminin,🎉484,🎉585,Jean-Luc Godard,[男性，女性 Masculin féminin](https://movie.douban.com/subject/1300522/),🌟8.0,让-吕克·戈达尔 / 让-皮埃尔·利奥德 / 香妲儿·戈雅 / 玛尔琳·若贝尔 / 剧情 / 法国/瑞典 / 1966,1966,France-Sweden,Drama,[Masculine Feminine](https://www.imdb.com/title/tt0060675/),🌟7.4
Shane,🎉485,🎉509,George Stevens,[原野奇侠 Shane](https://movie.douban.com/subject/1292767/),🌟7.6,乔治·史蒂文斯 / 艾伦·拉德 / 琪恩·亚瑟 / 凡·赫夫林 / 剧情 / 西部 / 美国 / 1953,1953,USA,Western-Drama,[Shane](https://www.imdb.com/title/tt0046303/),🌟7.6
Our Hospitality,🎉486,🎉675,Buster & John G. Blystone Keaton,[待客之道 Our Hospitality](https://movie.douban.com/subject/1295211/),🌟8.6,约翰·布莱斯通 / 巴斯特·基顿 / 巴斯特·基顿 / 娜塔莉·塔尔梅奇 / 乔·罗伯茨 / 喜剧 / 爱情 / 惊悚 / 美国 / 1923,1923,USA,Comedy-Romance,[Our Hospitality](https://www.imdb.com/title/tt0014341/),🌟7.8
"Bitter Tears of Petra von Kant, The",🎉487,🎉569,Rainer Werner Fassbinder,[柏蒂娜的苦泪 Die bitteren Tränen der Petra von Kant](https://movie.douban.com/subject/1293230/),🌟7.8,赖纳·维尔纳·法斯宾德 / 玛吉特·卡斯滕森 / 汉娜·许古拉 / 卡特琳·沙克 / 剧情 / 同性 / 西德 / 1972,1972,West Germany,Drama,[The Bitter Tears of Petra von Kant](https://www.imdb.com/title/tt0068278/),🌟7.6
Casino,🎉488,🎉543,Martin Scorsese,[赌城风云 Casino](https://movie.douban.com/subject/1299799/),🌟8.3,马丁·斯科塞斯 / 罗伯特·德尼罗 / 莎朗·斯通 / 乔·佩西 / 传记 / 犯罪 / 剧情 / 美国/法国 / 1995,1995,USA,Drama-Crime,[Casino](https://www.imdb.com/title/tt0112641/),🌟8.2
A.I. Artificial Intelligence,🎉489,🎉500,Steven Spielberg,[人工智能 A.I. Artificial Intelligence](https://movie.douban.com/subject/1302827/),🌟8.7,史蒂文·斯皮尔伯格 / 海利·乔·奥斯蒙 / 弗兰西丝·奥康纳 / 山姆·洛巴兹 / 剧情 / 科幻 / 美国/英国 / 2001,2001,USA,Science Fiction-Drama,[A.I. Artificial Intelligence](https://www.imdb.com/title/tt0212720/),🌟7.2
Wagon Master,🎉490,🎉611,John Ford,[原野神驹 Wagon Master](https://movie.douban.com/subject/1305139/),🌟7.4,约翰·福特 / 本·约翰逊 / 乔安妮·德鲁 / 小哈里·凯瑞 / 动作 / 冒险 / 剧情 / 爱情 / 西部 / 美国 / 1950,1950,USA,Western,[Wagon Master](https://www.imdb.com/title/tt0043117/),🌟7.1
"Moment of Innocence, A",🎉491,🎉485,Mohsen Makhmalbaf,[纯真时刻 نون و گلدون](https://movie.douban.com/subject/1420238/),🌟8.6,莫森·玛克玛尔巴夫 / Mirhadi Tayebi / 莫森·玛克玛尔巴夫 / Ammar Tafti / 喜剧 / 剧情 / 爱情 / 伊朗/法国 / 1996,1996,Iran-France,Drama-Comedy,[A Moment of Innocence](https://www.imdb.com/title/tt0117214/),🌟7.8
"Death of Mr. Lazarescu, The",🎉492,🎉438,Cristi Puiu,[无医可靠 Moartea domnului Lãzãrescu](https://movie.douban.com/subject/1769364/),🌟8.0,克利斯提·普优 / 约安·费斯库特阿努 / 卢米妮察·盖奥尔吉乌 / 多鲁·安娜 / 剧情 / 罗马尼亚 / 2005,2005,Romania,Drama,[The Death of Mr. Lazarescu](https://www.imdb.com/title/tt0456149/),🌟7.8
Platform,🎉493,🎉380,Jia Zhangke,[站台](https://movie.douban.com/subject/1291850/),🌟8.4,贾樟柯 / 王宏伟 / 赵涛 / 梁景东 / 剧情 / 历史 / 中国大陆/中国香港/日本/法国 / 2000,2000,China-Hong Kong-Japan-France,Drama-History,[Platform](https://www.imdb.com/title/tt0258885/),🌟7.3
Secrets & Lies,🎉494,🎉514,Mike Leigh,[秘密与谎言 Secrets & Lies](https://movie.douban.com/subject/1294477/),🌟8.1,迈克·李 / 蒂莫西·斯波 / 菲利斯·洛根 / 布兰达·布莱斯 / 剧情 / 喜剧 / 家庭 / 英国/法国 / 1996,1996,UK,Drama-Comedy,[Secrets & Lies](https://www.imdb.com/title/tt0117589/),🌟8
Elephant,🎉495,🎉407,Gus Van Sant,[大象 Elephant](https://movie.douban.com/subject/1292272/),🌟7.9,格斯·范·桑特 / 阿里克斯·弗罗斯特 / 约翰·罗宾森 / 埃里克·德伦 / 犯罪 / 剧情 / 美国 / 2003,2003,USA,Drama,[Elephant](https://www.imdb.com/title/tt0363589/),🌟7.1
Blue,🎉496,🎉770,Derek Jarman,[蓝 Blue](https://movie.douban.com/subject/1417428/),🌟8.6,德里克·贾曼 / 约翰·昆汀 / 尼吉尔·特瑞 / 德里克·贾曼 / 剧情 / 传记 / 同性 / 英国/日本 / 1993,1993,UK,Documentary-Drama,[Blue](https://www.imdb.com/title/tt0106438/),🌟7.3
Russian Ark,🎉497,🎉404,Aleksandr Sokurov,[俄罗斯方舟 Русский ковчег](https://movie.douban.com/subject/1302279/),🌟7.5,亚历山大·索科洛夫 / 谢尔盖·德雷登 / Mariya Kuznetsova / Valery Gergiev / 剧情 / 奇幻 / 历史 / 俄罗斯/德国/日本/加拿大/芬兰/丹麦 / 2002,2002,Russia-Germany-Japan-Canada-Finland-Denmark,Drama-Fantasy-History,[Russian Ark](https://www.imdb.com/title/tt0318034/),🌟7.2
"Damned, The",🎉498,🎉527,Luchino Visconti,[纳粹狂魔 La caduta degli dei (Götterdämmerung)](https://movie.douban.com/subject/1296591/),🌟7.7,卢基诺·维斯康蒂 / 德克·博加德 / 英格丽·图林 / 赫尔穆特·格里姆 / 剧情 / 战争 / 意大利/西德 / 1969,1969,Italy-West Germany,War-Drama,[The Damned](https://www.imdb.com/title/tt0064118/),🌟7.4
"Enigma of Kaspar Hauser, The",🎉499,🎉555,Werner Herzog,[卡斯帕尔·豪泽尔之谜 Jeder für sich und Gott gegen alle](https://movie.douban.com/subject/1296583/),🌟8.6,沃纳·赫尔佐格 / 布鲁诺·斯列斯坦 / 瓦尔特·拉登加斯特 / 布里吉特·米拉 / 剧情 / 传记 / 西德 / 1974,1974,West Germany,Biography-Drama,[The Enigma of Kaspar Hauser](https://www.imdb.com/title/tt0071691/),🌟7.7
Marketa Lazarová,🎉500,🎉580,Frantisek Vlácil,[乱世英豪 Marketa Lazarová](https://movie.douban.com/subject/1306847/),🌟8.0,法兰提塞·维拉席 / 玛格达·瓦沙里奥娃 / 约瑟夫·克姆尔 / Nada Hejna / 剧情 / 历史 / 爱情 / 捷克斯洛伐克 / 1967,1967,Czechoslovakia,History-Drama,[Marketa Lazarová](https://www.imdb.com/title/tt0063278/),🌟7.9
