Index,Y2024 排名,豆瓣,IMDb,TSPDT-ID,Title 电影,Director 导演,Year 年份,Region 地区,Genre 类型,Length 片长,Colour 色彩
494,495,[原野奇侠 Shane-乔治·史蒂文斯](https://movie.douban.com/subject/1292767/),[https://www.imdb.com/title/tt0046303/](https://www.imdb.com/title/https://www.imdb.com/title/tt0046303//),5885,Shane,George Stevens,1953,USA,Western-Drama,118,Col
495,496,[无医可靠 Moartea domnului Lãzãrescu-克利斯提·普优](https://movie.douban.com/subject/1769364/),[https://www.imdb.com/title/tt0456149/](https://www.imdb.com/title/https://www.imdb.com/title/tt0456149//),24562,"Death of Mr. Lazarescu, The",Cristi Puiu,2005,Romania,Drama,153,Col
496,497,[待客之道 Our Hospitality-约翰·布莱斯通 / 巴斯特·基顿](https://movie.douban.com/subject/1295211/),[https://www.imdb.com/title/tt0014341/](https://www.imdb.com/title/https://www.imdb.com/title/tt0014341//),1142,Our Hospitality,Buster Keaton & John G. Blystone,1923,USA,Comedy-Romance,74,BW
497,498,[桂河大桥 The Bridge on the River Kwai-大卫·里恩](https://movie.douban.com/subject/1294958/),[https://www.imdb.com/title/tt0050212/](https://www.imdb.com/title/https://www.imdb.com/title/tt0050212//),7001,"Bridge on the River Kwai, The",David Lean,1957,UK,War-Drama-Action,161,Col
498,499,[秘密与谎言 Secrets & Lies-迈克·李](https://movie.douban.com/subject/1294477/),[https://www.imdb.com/title/tt0117589/](https://www.imdb.com/title/https://www.imdb.com/title/tt0117589//),18070,Secrets & Lies,Mike Leigh,1996,UK,Drama-Comedy,142,Col
499,500,[纯真时刻 نون و گلدون-莫森·玛克玛尔巴夫](https://movie.douban.com/subject/1420238/),[https://www.imdb.com/title/tt0117214/](https://www.imdb.com/title/https://www.imdb.com/title/tt0117214//),19297,"Moment of Innocence, A",Mohsen Makhmalbaf,1996,Iran-France,Drama-Comedy,78,Col
500,501,[五支歌 Five Easy Pieces-鲍勃·拉菲尔森](https://movie.douban.com/subject/1298192/),[https://www.imdb.com/title/tt0065724/](https://www.imdb.com/title/https://www.imdb.com/title/tt0065724//),10807,Five Easy Pieces,Bob Rafelson,1970,USA,Drama,98,Col
501,502,[乱世英豪 Marketa Lazarová-法兰提塞·维拉席](https://movie.douban.com/subject/1306847/),[https://www.imdb.com/title/tt0063278/](https://www.imdb.com/title/https://www.imdb.com/title/tt0063278//),20558,Marketa Lazarová,Frantisek Vlácil,1967,Czechoslovakia,History-Drama,162,BW
502,503,[麦秋 麥秋-小津安二郎](https://movie.douban.com/subject/1401842/),[https://www.imdb.com/title/tt0043313/](https://www.imdb.com/title/https://www.imdb.com/title/tt0043313//),5009,Early Summer,Yasujiro Ozu,1951,Japan,Drama,135,BW
503,504,[双峰 第三季 Twin Peaks Season 3-大卫·林奇](https://movie.douban.com/subject/26088510/),[https://www.imdb.com/title/tt4093826/](https://www.imdb.com/title/https://www.imdb.com/title/tt4093826//),42589,Twin Peaks: The Return [TV],David Lynch,2017,USA,Crime-Drama-Mystery,1024,Col-BW
504,505,[万世魔星 Life of Brian-特瑞·琼斯](https://movie.douban.com/subject/1292881/),[https://www.imdb.com/title/tt0079470/](https://www.imdb.com/title/https://www.imdb.com/title/tt0079470//),13214,Monty Python's Life of Brian,Terry Jones,1979,UK,Religious-Comedy,93,Col
505,506,[吸血鬼 Les Vampires-路易斯·菲拉德](https://movie.douban.com/subject/1303869/),[https://www.imdb.com/title/tt0006206/](https://www.imdb.com/title/https://www.imdb.com/title/tt0006206//),19789,"Vampires, Les",Louis Feuillade,1915,France,Action-Adventure-Crime,421,BW
506,507,[杀死一只知更鸟 To Kill a Mockingbird-罗伯特·马利根](https://movie.douban.com/subject/1297991/),[https://www.imdb.com/title/tt0056592/](https://www.imdb.com/title/https://www.imdb.com/title/tt0056592//),8843,To Kill a Mockingbird,Robert Mulligan,1962,USA,Drama-Crime,129,BW
507,508,[老男孩 올드보이-朴赞郁](https://movie.douban.com/subject/1308865/),[https://www.imdb.com/title/tt0364569/](https://www.imdb.com/title/https://www.imdb.com/title/tt0364569//),22245,Oldboy,Park Chan-wook,2003,South Korea,Action-Mystery-Thriller,120,Col
508,509,[双峰：与火同行 Twin Peaks: Fire Walk with Me-大卫·林奇](https://movie.douban.com/subject/1303472/),[https://www.imdb.com/title/tt0105665/](https://www.imdb.com/title/https://www.imdb.com/title/tt0105665//),18325,Twin Peaks: Fire Walk with Me,David Lynch,1992,USA-France,Drama-Horror-Mystery,134,Col
509,510,[内陆帝国 Inland Empire-大卫·林奇](https://movie.douban.com/subject/1438734/),[https://www.imdb.com/title/tt0460829/](https://www.imdb.com/title/https://www.imdb.com/title/tt0460829//),24870,Inland Empire,David Lynch,2006,USA-France-Poland,Drama-Mystery-Thriller,180,Col
510,511,[不羁夜 Boogie Nights-保罗·托马斯·安德森](https://movie.douban.com/subject/1292965/),[https://www.imdb.com/title/tt0118749/](https://www.imdb.com/title/https://www.imdb.com/title/tt0118749//),18762,Boogie Nights,Paul Thomas Anderson,1997,USA,Drama,155,Col
511,512,[欲望号快车 Crash-大卫·柯南伯格](https://movie.douban.com/subject/1292682/),[https://www.imdb.com/title/tt0115964/](https://www.imdb.com/title/https://www.imdb.com/title/tt0115964//),17038,Crash,David Cronenberg,1996,Canada,Drama,100,Col
512,513,[孽扣 Dead Ringers-大卫·柯南伯格](https://movie.douban.com/subject/1293297/),[https://www.imdb.com/title/tt0094964/](https://www.imdb.com/title/https://www.imdb.com/title/tt0094964//),15810,Dead Ringers,David Cronenberg,1988,Canada,Thriller-Horror-Drama,115,Col
513,514,[卡斯帕尔·豪泽尔之谜 Jeder für sich und Gott gegen alle-沃纳·赫尔佐格](https://movie.douban.com/subject/1296583/),[https://www.imdb.com/title/tt0071691/](https://www.imdb.com/title/https://www.imdb.com/title/tt0071691//),12188,"Enigma of Kaspar Hauser, The",Werner Herzog,1974,West Germany,Biography-Drama,110,Col
514,515,[纳粹狂魔 La caduta degli dei (Götterdämmerung)-卢基诺·维斯康蒂](https://movie.douban.com/subject/1296591/),[https://www.imdb.com/title/tt0064118/](https://www.imdb.com/title/https://www.imdb.com/title/tt0064118//),10517,"Damned, The",Luchino Visconti,1969,Italy-West Germany,War-Drama,155,Col
515,516,[潘神的迷宫 El laberinto del fauno-吉尔莫·德尔·托罗](https://movie.douban.com/subject/1767042/),[https://www.imdb.com/title/tt0457430/](https://www.imdb.com/title/https://www.imdb.com/title/tt0457430//),24845,Pan's Labyrinth,Guillermo del Toro,2006,Spain-Mexico-USA,Drama-Fantasy-Thriller,120,Col
516,517,[生生长流 زندگی و دیگر هیچ-阿巴斯·基亚罗斯塔米](https://movie.douban.com/subject/1303471/),[https://www.imdb.com/title/tt0105888/](https://www.imdb.com/title/https://www.imdb.com/title/tt0105888//),19760,And Life Goes On...,Abbas Kiarostami,1992,Iran,Drama,108,Col
517,518,[严密监视的列车 Ostře sledované vlaky-伊日·门泽尔](https://movie.douban.com/subject/1303081/),[https://www.imdb.com/title/tt0060802/](https://www.imdb.com/title/https://www.imdb.com/title/tt0060802//),9675,Closely Watched Trains,Jirí Menzel,1966,Czechoslovakia,Drama-Comedy,89,BW
518,519,[爱丽丝城市漫游记 Alice in den Städten-维姆·文德斯](https://movie.douban.com/subject/1293306/),[https://www.imdb.com/title/tt0069687/](https://www.imdb.com/title/https://www.imdb.com/title/tt0069687//),11885,Alice in the Cities,Wim Wenders,1974,West Germany,Drama,110,BW
519,520,[银色·性·男女 Short Cuts-罗伯特·奥特曼](https://movie.douban.com/subject/1297833/),[https://www.imdb.com/title/tt0108122/](https://www.imdb.com/title/https://www.imdb.com/title/tt0108122//),18095,Short Cuts,Robert Altman,1993,USA,Drama,189,Col
520,521,[江湖浪子 The Hustler-罗伯特·罗森](https://movie.douban.com/subject/1299517/),[https://www.imdb.com/title/tt0054997/](https://www.imdb.com/title/https://www.imdb.com/title/tt0054997//),8431,"Hustler, The",Robert Rossen,1961,USA,Drama-Sport,135,BW
521,522,[幽灵公主 もののけ姫-宫崎骏](https://movie.douban.com/subject/1297359/),[https://www.imdb.com/title/tt0119698/](https://www.imdb.com/title/https://www.imdb.com/title/tt0119698//),21664,Princess Mononoke,Hayao Miyazaki,1997,Japan,Animated-Adventure-Fantasy,134,Col
522,523,[老无所依 No Country for Old Men-伊桑·科恩 / 乔尔·科恩](https://movie.douban.com/subject/1857099/),[https://www.imdb.com/title/tt0477348/](https://www.imdb.com/title/https://www.imdb.com/title/tt0477348//),25821,No Country for Old Men,Joel Coen & Ethan Coen,2007,USA,Crime-Drama-Thriller,122,Col
523,524,[虎胆龙威 Die Hard-约翰·麦克蒂尔南](https://movie.douban.com/subject/1292697/),[https://www.imdb.com/title/tt0095016/](https://www.imdb.com/title/https://www.imdb.com/title/tt0095016//),15813,Die Hard,John McTiernan,1988,USA,Thriller-Action,131,Col
524,525,[逃亡 To Have and Have Not-霍华德·霍克斯](https://movie.douban.com/subject/1294698/),[https://www.imdb.com/title/tt0037382/](https://www.imdb.com/title/https://www.imdb.com/title/tt0037382//),3325,To Have and Have Not,Howard Hawks,1944,USA,Romance-Drama-Adventure,100,BW
525,526,[光之翼 Yeelen-苏莱曼·西塞](https://movie.douban.com/subject/1429098/),[https://www.imdb.com/title/tt0094349/](https://www.imdb.com/title/https://www.imdb.com/title/tt0094349//),18554,Yeelen,Souleymane Cissé,1987,Mali-Burkina Faso-France-West Germany-Japan,Drama-Fantasy,105,Col
526,527,[蓝 Blue-德里克·贾曼](https://movie.douban.com/subject/1417428/),[https://www.imdb.com/title/tt0106438/](https://www.imdb.com/title/https://www.imdb.com/title/tt0106438//),16798,Blue,Derek Jarman,1993,UK-Japan,Documentary-Drama-Biography,79,Col
527,528,[窃听风暴 Das Leben der Anderen-弗洛里安·亨克尔·冯·多纳斯马尔克](https://movie.douban.com/subject/1900841/),[https://www.imdb.com/title/tt0405094/](https://www.imdb.com/title/https://www.imdb.com/title/tt0405094//),24867,"Lives of Others, The",Florian Henckel von Donnersmarck,2006,Germany,Drama,138,Col
528,529,[浮士德 Faust: Eine deutsche Volkssage-F·W·茂瑙](https://movie.douban.com/subject/1305235/),[https://www.imdb.com/title/tt0016847/](https://www.imdb.com/title/https://www.imdb.com/title/tt0016847//),18584,Faust,F.W. Murnau,1926,Germany,Fantasy-Drama-Horror,116,BW
529,530,[纯真年代 The Age of Innocence-马丁·斯科塞斯](https://movie.douban.com/subject/1301465/),[https://www.imdb.com/title/tt0106226/](https://www.imdb.com/title/https://www.imdb.com/title/tt0106226//),16851,"Age of Innocence, The",Martin Scorsese,1993,USA,Romance-Drama,133,Col
530,531,[大河之歌 অপরাজিত-萨蒂亚吉特·雷伊](https://movie.douban.com/subject/1306559/),[https://www.imdb.com/title/tt0048956/](https://www.imdb.com/title/https://www.imdb.com/title/tt0048956//),6613,Aparajito,Satyajit Ray,1956,India,Drama,108,BW
531,532,[罗塞塔 Rosetta-让-皮埃尔·达内 / 吕克·达内](https://movie.douban.com/subject/1300820/),[https://www.imdb.com/title/tt0200071/](https://www.imdb.com/title/https://www.imdb.com/title/tt0200071//),19892,Rosetta,Jean-Pierre Dardenne & Luc Dardenne,1999,Belgium-France,Drama,94,Col
532,533,[十二怒汉 12 Angry Men-西德尼·吕美特](https://movie.douban.com/subject/1293182/),[https://www.imdb.com/title/tt0050083/](https://www.imdb.com/title/https://www.imdb.com/title/tt0050083//),6953,12 Angry Men,Sidney Lumet,1957,USA,Drama,95,BW
533,534,[伊甸园之东 East of Eden-伊利亚·卡赞](https://movie.douban.com/subject/1294169/),[https://www.imdb.com/title/tt0048028/](https://www.imdb.com/title/https://www.imdb.com/title/tt0048028//),6347,East of Eden,Elia Kazan,1955,USA,Drama,115,Col
534,535,[亚历山大·涅夫斯基 Александр Невский-谢尔盖·爱森斯坦 / 迪米特里·瓦西里耶夫](https://movie.douban.com/subject/1299973/),[https://www.imdb.com/title/tt0029850/](https://www.imdb.com/title/https://www.imdb.com/title/tt0029850//),28,Alexander Nevsky,Sergei Eisenstein,1938,USSR,War-History-Biography,107,BW
535,536,[步步惊魂 Point Blank-约翰·布尔曼](https://movie.douban.com/subject/1305883/),[https://www.imdb.com/title/tt0062138/](https://www.imdb.com/title/https://www.imdb.com/title/tt0062138//),10076,Point Blank,John Boorman,1967,USA,Crime-Drama-Thriller,92,Col
536,537,[搏击俱乐部 Fight Club-大卫·芬奇](https://movie.douban.com/subject/1292000/),[https://www.imdb.com/title/tt0137523/](https://www.imdb.com/title/https://www.imdb.com/title/tt0137523//),19713,Fight Club,David Fincher,1999,USA-Germany,Drama,139,Col
537,538,[阿伦人 Man of Aran-罗伯特·弗拉哈迪](https://movie.douban.com/subject/1303150/),[https://www.imdb.com/title/tt0025456/](https://www.imdb.com/title/https://www.imdb.com/title/tt0025456//),938,Man of Aran,Robert Flaherty,1934,UK,Documentary,77,BW
538,539,[杀人回忆 살인의 추억-奉俊昊](https://movie.douban.com/subject/1300299/),[https://www.imdb.com/title/tt0353969/](https://www.imdb.com/title/https://www.imdb.com/title/tt0353969//),22133,Memories of Murder,Bong Joon-ho,2003,South Korea,Crime-Drama-Mystery,132,Col
539,540,"[我你他她 Je, tu, il, elle-香特尔·阿克曼](https://movie.douban.com/subject/1429055/)",[https://www.imdb.com/title/tt0071690/](https://www.imdb.com/title/https://www.imdb.com/title/tt0071690//),18605,"Je, tu, il, elle",Chantal Akerman,1974,Belgium,Drama,85,BW
540,541,[故乡之光 Nostalgia de la luz-帕特里西奥·古斯曼](https://movie.douban.com/subject/4307515/),[https://www.imdb.com/title/tt1556190/](https://www.imdb.com/title/https://www.imdb.com/title/tt1556190//),31805,Nostalgia for the Light,Patricio Guzmán,2010,France-Germany-Chile-Spain,Documentary,90,Col
541,542,[上海小姐 The Lady from Shanghai-奥逊·威尔斯](https://movie.douban.com/subject/1292584/),[https://www.imdb.com/title/tt0040525/](https://www.imdb.com/title/https://www.imdb.com/title/tt0040525//),4211,"Lady from Shanghai, The",Orson Welles,1948,USA,Mystery-Crime-Thriller,87,BW
542,543,[汉娜姐妹 Hannah and Her Sisters-伍迪·艾伦](https://movie.douban.com/subject/1292764/),[https://www.imdb.com/title/tt0091167/](https://www.imdb.com/title/https://www.imdb.com/title/tt0091167//),15163,Hannah and Her Sisters,Woody Allen,1986,USA,Drama-Comedy-Romance,106,Col
543,544,[少年时代 Boyhood-理查德·林克莱特](https://movie.douban.com/subject/2209575/),[https://www.imdb.com/title/tt1065073/](https://www.imdb.com/title/https://www.imdb.com/title/tt1065073//),36514,Boyhood,Richard Linklater,2014,USA,Drama,165,Col
544,545,[火车怪客 Strangers on a Train-阿尔弗雷德·希区柯克](https://movie.douban.com/subject/1298505/),[https://www.imdb.com/title/tt0044079/](https://www.imdb.com/title/https://www.imdb.com/title/tt0044079//),5226,Strangers on a Train,Alfred Hitchcock,1951,USA,Thriller-Drama-Crime,101,BW
545,546,[悬崖上的野餐 Picnic at Hanging Rock-彼得·威尔](https://movie.douban.com/subject/1299539/),[https://www.imdb.com/title/tt0073540/](https://www.imdb.com/title/https://www.imdb.com/title/tt0073540//),12279,Picnic at Hanging Rock,Peter Weir,1975,Australia,Mystery-Drama,110,Col
546,547,[终结者 The Terminator-詹姆斯·卡梅隆](https://movie.douban.com/subject/1300656/),[https://www.imdb.com/title/tt0088247/](https://www.imdb.com/title/https://www.imdb.com/title/tt0088247//),14674,"Terminator, The",James Cameron,1984,USA,Science Fiction-Action,107,Col
547,548,[俄罗斯方舟 Русский ковчег-亚历山大·索科洛夫](https://movie.douban.com/subject/1302279/),[https://www.imdb.com/title/tt0318034/](https://www.imdb.com/title/https://www.imdb.com/title/tt0318034//),20824,Russian Ark,Aleksandr Sokurov,2002,Russia-Germany-Japan-Canada-Finland-Denmark,Drama-Fantasy-History,99,Col
548,549,[很可能是魔鬼 Le diable probablement-罗伯特·布列松](https://movie.douban.com/subject/1294782/),[https://www.imdb.com/title/tt0075938/](https://www.imdb.com/title/https://www.imdb.com/title/tt0075938//),20518,"Devil, Probably, The",Robert Bresson,1977,France,Drama,95,Col
549,550,[随风而逝 باد ما را خواهد برد-阿巴斯·基亚罗斯塔米](https://movie.douban.com/subject/1303444/),[https://www.imdb.com/title/tt0209463/](https://www.imdb.com/title/https://www.imdb.com/title/tt0209463//),20126,"Wind Will Carry Us, The",Abbas Kiarostami,1999,France-Iran,Drama,118,Col
550,551,[音乐之声 The Sound of Music-罗伯特·怀斯](https://movie.douban.com/subject/1294408/),[https://www.imdb.com/title/tt0059742/](https://www.imdb.com/title/https://www.imdb.com/title/tt0059742//),9566,"Sound of Music, The",Robert Wise,1965,USA,Musical-Drama-Family,174,Col
551,552,[怒火青春 La Haine-马修·卡索维茨](https://movie.douban.com/subject/1306449/),[https://www.imdb.com/title/tt0113247/](https://www.imdb.com/title/https://www.imdb.com/title/tt0113247//),17358,"Haine, La",Mathieu Kassovitz,1995,France,Drama-Crime,98,BW
552,553,[机器人总动员 WALL·E-安德鲁·斯坦顿](https://movie.douban.com/subject/2131459/),[https://www.imdb.com/title/tt0910970/](https://www.imdb.com/title/https://www.imdb.com/title/tt0910970//),27195,WALL-E,Andrew Stanton,2008,USA,Animated-Adventure-Science Fiction,98,Col
553,554,[离魂异客 Dead Man-吉姆·贾木许](https://movie.douban.com/subject/1303462/),[https://www.imdb.com/title/tt0112817/](https://www.imdb.com/title/https://www.imdb.com/title/tt0112817//),17084,Dead Man,Jim Jarmusch,1995,USA-Germany,Western-Drama,121,BW
554,555,[与僵尸同行 I Walked with a Zombie-雅克·特纳](https://movie.douban.com/subject/1307177/),[https://www.imdb.com/title/tt0036027/](https://www.imdb.com/title/https://www.imdb.com/title/tt0036027//),2992,I Walked with a Zombie,Jacques Tourneur,1943,USA,Horror-Drama-Fantasy,69,BW
555,556,[私恋失调 Punch-Drunk Love-保罗·托马斯·安德森](https://movie.douban.com/subject/1300211/),[https://www.imdb.com/title/tt0272338/](https://www.imdb.com/title/https://www.imdb.com/title/tt0272338//),21062,Punch-Drunk Love,Paul Thomas Anderson,2002,USA,Romance-Drama-Comedy,95,Col
556,557,[爱情神话 Fellini - Satyricon-费德里科·费里尼](https://movie.douban.com/subject/1293358/),[https://www.imdb.com/title/tt0064940/](https://www.imdb.com/title/https://www.imdb.com/title/tt0064940//),10803,Fellini Satyricon,Federico Fellini,1969,Italy,History-Drama,129,Col
557,558,[七宗罪 Se7en-大卫·芬奇](https://movie.douban.com/subject/1292223/),[https://www.imdb.com/title/tt0114369/](https://www.imdb.com/title/https://www.imdb.com/title/tt0114369//),18076,Se7en,David Fincher,1995,USA,Thriller-Mystery-Drama,127,Col
558,559,[青年林肯 Young Mr. Lincoln-约翰·福特](https://movie.douban.com/subject/1293499/),[https://www.imdb.com/title/tt0032155/](https://www.imdb.com/title/https://www.imdb.com/title/tt0032155//),2131,Young Mr. Lincoln,John Ford,1939,USA,Political-Biography-Drama,100,BW
559,560,[黄土地-陈凯歌](https://movie.douban.com/subject/1291876/),[https://www.imdb.com/title/tt0087433/](https://www.imdb.com/title/https://www.imdb.com/title/tt0087433//),18524,Yellow Earth,Chen Kaige,1984,China,Drama-Political,89,Col
560,561,[日瓦戈医生 Doctor Zhivago-大卫·里恩](https://movie.douban.com/subject/1389949/),[https://www.imdb.com/title/tt0059113/](https://www.imdb.com/title/https://www.imdb.com/title/tt0059113//),9202,Doctor Zhivago,David Lean,1965,USA,War-Romance-Drama,197,Col
561,562,[蓝天使 Der blaue Engel-约瑟夫·冯·斯登堡](https://movie.douban.com/subject/1295427/),[https://www.imdb.com/title/tt0020697/](https://www.imdb.com/title/https://www.imdb.com/title/tt0020697//),161,"Blue Angel, The",Josef von Sternberg,1930,Germany,Drama,103,BW
562,563,[默文·卡拉 Morvern Callar-琳恩·拉姆塞](https://movie.douban.com/subject/1420042/),[https://www.imdb.com/title/tt0300214/](https://www.imdb.com/title/https://www.imdb.com/title/tt0300214//),20973,Morvern Callar,Lynne Ramsay,2002,UK-Canada,Drama,97,Col
563,564,[桑比赞加 Sambizanga-莎拉·马尔多罗](https://movie.douban.com/subject/4729942/),[https://www.imdb.com/title/tt0069214/](https://www.imdb.com/title/https://www.imdb.com/title/tt0069214//),24111,Sambizanga,Sarah Maldoror,1972,Angola-France,Drama,97,Col
564,565,[婚礼进行曲 The Wedding March-埃里克·冯·施特罗海姆](https://movie.douban.com/subject/1299353/),[https://www.imdb.com/title/tt0019558/](https://www.imdb.com/title/https://www.imdb.com/title/tt0019558//),1707,"Wedding March, The",Erich von Stroheim,1928,USA,Drama,113,BW
565,566,[断背山 Brokeback Mountain-李安](https://movie.douban.com/subject/1418834/),[https://www.imdb.com/title/tt0388795/](https://www.imdb.com/title/https://www.imdb.com/title/tt0388795//),23445,Brokeback Mountain,Ang Lee,2005,USA-Canada,Romance-Drama,134,Col
566,567,[妮诺契卡 Ninotchka-恩斯特·刘别谦](https://movie.douban.com/subject/1297926/),[https://www.imdb.com/title/tt0031725/](https://www.imdb.com/title/https://www.imdb.com/title/tt0031725//),2051,Ninotchka,Ernst Lubitsch,1939,USA,Romance-Comedy,110,BW
567,568,[法国贩毒网 The French Connection-威廉·弗莱德金](https://movie.douban.com/subject/3013046/),[https://www.imdb.com/title/tt0067116/](https://www.imdb.com/title/https://www.imdb.com/title/tt0067116//),11254,"French Connection, The",William Friedkin,1971,USA,Crime-Action-Drama,104,Col
568,569,[人类之子 Children of Men-阿方索·卡隆](https://movie.douban.com/subject/1478064/),[https://www.imdb.com/title/tt0206634/](https://www.imdb.com/title/https://www.imdb.com/title/tt0206634//),24677,Children of Men,Alfonso Cuarón,2006,USA-UK,Drama-Science Fiction-Thriller,109,Col
569,570,[影武者-黑泽明](https://movie.douban.com/subject/1303067/),[https://www.imdb.com/title/tt0080979/](https://www.imdb.com/title/https://www.imdb.com/title/tt0080979//),13474,Kagemusha,Akira Kurosawa,1980,Japan,War-Drama-History,159,Col
570,571,[虎豹小霸王 Butch Cassidy and the Sundance Kid-乔治·罗伊·希尔](https://movie.douban.com/subject/1297602/),[https://www.imdb.com/title/tt0064115/](https://www.imdb.com/title/https://www.imdb.com/title/tt0064115//),10497,Butch Cassidy and the Sundance Kid,George Roy Hill,1969,USA,Western,112,Col
571,572,[马布斯博士的遗嘱 Das Testament des Dr. Mabuse-弗里茨·朗 / René Sti](https://movie.douban.com/subject/1441134/),[https://www.imdb.com/title/tt0023563/](https://www.imdb.com/title/https://www.imdb.com/title/tt0023563//),1556,"Testament of Dr. Mabuse, The",Fritz Lang,1933,Germany,Thriller-Mystery-Crime,120,BW
572,573,[辣手摧花 Shadow of a Doubt-阿尔弗雷德·希区柯克](https://movie.douban.com/subject/1293817/),[https://www.imdb.com/title/tt0036342/](https://www.imdb.com/title/https://www.imdb.com/title/tt0036342//),3057,Shadow of a Doubt,Alfred Hitchcock,1943,USA,Thriller,108,BW
573,574,[豹族 Cat People-雅克·特纳](https://movie.douban.com/subject/1306489/),[https://www.imdb.com/title/tt0034587/](https://www.imdb.com/title/https://www.imdb.com/title/tt0034587//),2675,Cat People,Jacques Tourneur,1942,USA,Thriller-Horror-Mystery,73,BW
574,575,[大师 The Master-保罗·托马斯·安德森](https://movie.douban.com/subject/6433905/),[https://www.imdb.com/title/tt1560747/](https://www.imdb.com/title/https://www.imdb.com/title/tt1560747//),33531,"Master, The",Paul Thomas Anderson,2012,USA,Drama,144,Col
575,576,[朦胧的欲望 Cet obscur objet du désir-路易斯·布努埃尔](https://movie.douban.com/subject/1303071/),[https://www.imdb.com/title/tt0075824/](https://www.imdb.com/title/https://www.imdb.com/title/tt0075824//),12789,That Obscure Object of Desire,Luis Buñuel,1977,France-Spain,Drama,103,Col
576,577,[罗拉秘史 Laura-奥托·普雷明格](https://movie.douban.com/subject/1294072/),[https://www.imdb.com/title/tt0037008/](https://www.imdb.com/title/https://www.imdb.com/title/tt0037008//),3224,Laura,Otto Preminger,1944,USA,Mystery-Romance-Thriller,85,BW
577,578,[疯狂的麦克斯2 Mad Max 2-乔治·米勒](https://movie.douban.com/subject/1292453/),[https://www.imdb.com/title/tt0082694/](https://www.imdb.com/title/https://www.imdb.com/title/tt0082694//),13789,Mad Max 2,George Miller,1981,Australia,Action-Adventure-Science Fiction,96,Col
578,579,[歌声俪影 A Night at the Opera-山姆·伍德 / 爱德芒德·古尔丁](https://movie.douban.com/subject/1296879/),[https://www.imdb.com/title/tt0026778/](https://www.imdb.com/title/https://www.imdb.com/title/tt0026778//),1084,"Night at the Opera, A",Sam Wood,1935,USA,Comedy-Musical,96,BW
579,580,[巴顿·芬克 Barton Fink-乔尔·科恩 / 伊桑·科恩](https://movie.douban.com/subject/1298043/),[https://www.imdb.com/title/tt0101410/](https://www.imdb.com/title/https://www.imdb.com/title/tt0101410//),16933,Barton Fink,Joel Coen & Ethan Coen,1991,USA,Drama-Comedy,117,Col
580,581,[逍遥骑士 Easy Rider-丹尼斯·霍珀](https://movie.douban.com/subject/1297646/),[https://www.imdb.com/title/tt0064276/](https://www.imdb.com/title/https://www.imdb.com/title/tt0064276//),10532,Easy Rider,Dennis Hopper,1969,USA,Drama,94,Col
581,582,[富贵逼人来 Being There-哈尔·阿什贝](https://movie.douban.com/subject/1293256/),[https://www.imdb.com/title/tt0078841/](https://www.imdb.com/title/https://www.imdb.com/title/tt0078841//),13090,Being There,Hal Ashby,1979,USA,Drama-Comedy,130,Col
582,583,[沉默 Tystnaden-英格玛·伯格曼](https://movie.douban.com/subject/1300958/),[https://www.imdb.com/title/tt0057611/](https://www.imdb.com/title/https://www.imdb.com/title/tt0057611//),9064,"Silence, The",Ingmar Bergman,1963,Sweden,Drama,96,BW
583,584,[无粮的土地 Las Hurdes-路易斯·布努埃尔](https://movie.douban.com/subject/1401595/),[https://www.imdb.com/title/tt0023037/](https://www.imdb.com/title/https://www.imdb.com/title/tt0023037//),18688,Land Without Bread,Luis Buñuel,1933,Spain,Documentary-Short-Drama,28,BW
584,585,[故事中的故事 Сказка сказок-尤里·诺尔施泰因](https://movie.douban.com/subject/1432639/),[https://www.imdb.com/title/tt0079986/](https://www.imdb.com/title/https://www.imdb.com/title/tt0079986//),20840,Tale of Tales,Yuriy Norshteyn,1979,USSR,Animated-Short,29,Col
585,586,[月光光心慌慌 Halloween-约翰·卡朋特](https://movie.douban.com/subject/1299586/),[https://www.imdb.com/title/tt0077651/](https://www.imdb.com/title/https://www.imdb.com/title/tt0077651//),12891,Halloween,John Carpenter,1978,USA,Horror-Thriller,93,Col
586,587,[路易十四的崛起 La prise de pouvoir par Louis XIV-罗伯托·罗西里尼](https://movie.douban.com/subject/1303546/),[https://www.imdb.com/title/tt0060860/](https://www.imdb.com/title/https://www.imdb.com/title/tt0060860//),9848,"Taking of Power by Louis XIV, The",Roberto Rossellini,1966,France,Drama-Biography-History,100,Col
587,588,[高于生活 Bigger Than Life-尼古拉斯·雷](https://movie.douban.com/subject/1855271/),[https://www.imdb.com/title/tt0049010/](https://www.imdb.com/title/https://www.imdb.com/title/tt0049010//),6632,Bigger Than Life,Nicholas Ray,1956,USA,Drama,95,Col
588,589,[绅士爱美人 Gentlemen Prefer Blondes-霍华德·霍克斯](https://movie.douban.com/subject/1294244/),[https://www.imdb.com/title/tt0045810/](https://www.imdb.com/title/https://www.imdb.com/title/tt0045810//),5716,Gentlemen Prefer Blondes,Howard Hawks,1953,USA,Romance-Musical-Comedy,91,Col
589,590,[灰色花园 Grey Gardens-Ellen Hovde / 阿尔伯特·梅索斯 / 大卫·梅索斯 / Muffie Meyer](https://movie.douban.com/subject/1419111/),[https://www.imdb.com/title/tt0073076/](https://www.imdb.com/title/https://www.imdb.com/title/tt0073076//),12436,Grey Gardens,David/Albert Maysles/Ellen Hovde/Muffie Meyer Maysles,1975,USA,Documentary-Comedy,95,Col
