Index,Title 电影,Rank 排名,Rank-2022,Director 导演,豆瓣电影,豆瓣打分,豆瓣信息,Year 年份,Region 地区,Genre 类型,IMDb Movie,IMDb Score
932,Duel in the Sun,🎉933,🎉865,King Vidor,[阳光下的决斗 Duel in the Sun](https://movie.douban.com/subject/1294860/),🌟7.4,金·维多 / 丽莲·吉许 / 珍妮弗·琼斯 / 格利高里·派克 / 剧情 / 爱情 / 西部 / 美国 / 1946,1946,USA,Western,[Duel in the Sun](https://www.imdb.com/title/tt0038499/),🌟6.7
933,Perfumed Nightmare,🎉934,🎉2180,Kidlat Tahimik,[甜蜜的梦魇 Mababangong bangungot](https://movie.douban.com/subject/3118188/),🌟8.3,奇拉·塔希米克 / Mang Fely / Dolores Santamaria / Georgette Baudry / 剧情 / 喜剧 / 菲律宾 / 1977,1977,Philippines,Drama-Comedy,[Perfumed Nightmare](https://www.imdb.com/title/tt0076341/),🌟6.9
934,True Heart Susie,🎉935,🎉1117,D.W. Griffith,[真心的苏西 True Heart Susie](https://movie.douban.com/subject/2155524/),🌟7.5,D·W·格里菲斯 / 丽莲·吉许 / 罗伯特·哈伦 / Wilbur Higby / 喜剧 / 剧情 / 爱情 / 美国 / 1919,1919,USA,Drama-Comedy-Romance,[True Heart Susie](https://www.imdb.com/title/tt0010806/),🌟6.9
935,Mother India,🎉936,🎉914,Mehboob Khan,[印度母亲 Mother India](https://movie.douban.com/subject/2291770/),🌟7.2,Mehboob Khan / Nargis / 剧情 / 歌舞 / 家庭 / 印度 / 1957,1957,India,Drama,[Mother India](https://www.imdb.com/title/tt0050188/),🌟7.8
936,Gun Crazy,🎉937,🎉715,Joseph H. Lewis,[枪疯 Gun Crazy](https://movie.douban.com/subject/1297016/),🌟7.7,约瑟夫·刘易斯 / 佩吉·卡明斯 / 约翰·道尔 / 托尼·巴尔 / 犯罪 / 剧情 / 黑色电影 / 爱情 / 惊悚 / 美国 / 1950,1950,USA,Drama-Crime,[Gun Crazy](https://www.imdb.com/title/tt0042530/),🌟7.6
937,Mon oncle d'Amérique,🎉938,🎉874,Alain Resnais,[我的美国舅舅 Mon oncle d'Amérique](https://movie.douban.com/subject/1295740/),🌟8.1,阿伦·雷乃 / 热拉尔·德帕迪约 / 妮可·加西亚 / 罗歇·皮埃尔 / 喜剧 / 剧情 / 爱情 / 法国 / 1980,1980,France,Drama-Comedy,[My American Uncle](https://www.imdb.com/title/tt0081176/),🌟7.6
938,Port of Shadows,🎉939,🎉837,Marcel Carné,[雾码头 Le quai des brumes](https://movie.douban.com/subject/1416910/),🌟7.8,马塞尔·卡尔内 / 让·迦本 / 米歇尔·西蒙 / 米歇尔·摩根 / 剧情 / 爱情 / 犯罪 / 法国 / 1938,1938,France,Drama-Romance-Crime,[Port of Shadows](https://www.imdb.com/title/tt0030643/),🌟7.7
939,"Chienne, La",🎉940,🎉928,Jean Renoir,[母狗 La Chienne](https://movie.douban.com/subject/1306486/),🌟7.7,让·雷诺阿 / 米歇尔·西蒙 / 贾妮·马雷塞 / 乔治·弗拉芒 / 剧情 / 法国 / 1931,1931,France,Drama-Crime,[La Chienne](https://www.imdb.com/title/tt0021739/),🌟7.5
940,Olympia,🎉941,🎉803,Leni Riefenstahl,[奥林匹亚1：民族的节日 Olympia 1. Teil - Fest der Völker](https://movie.douban.com/subject/1297424/),🌟8.9,莱妮·里芬施塔尔 / David Albritton / 纪录片 / 运动 / 德国 / 1938,1938,Germany,Documentary-Sport,[Olympia Part One: Festival of the Nations](https://www.imdb.com/title/tt0030522/),🌟7.7
941,American Graffiti,🎉942,🎉924,George Lucas,[美国风情画 American Graffiti](https://movie.douban.com/subject/1300106/),🌟7.6,乔治·卢卡斯 / 理查德·德莱福斯 / 朗·霍华德 / 保罗·勒马特 / 喜剧 / 剧情 / 爱情 / 美国 / 1973,1973,USA,Drama-Comedy,[American Graffiti](https://www.imdb.com/title/tt0069704/),🌟7.4
942,"River, The",🎉943,🎉733,Tsai Ming-liang,[河流](https://movie.douban.com/subject/1303456/),🌟7.7,蔡明亮 / 李康生 / 苗天 / 陆弈静 / 剧情 / 爱情 / 同性 / 中国台湾 / 1997,1997,Taiwan,Drama,[The River](https://www.imdb.com/title/tt0119263/),🌟7.2
943,American Beauty,🎉944,🎉831,Sam Mendes,[美国丽人 American Beauty](https://movie.douban.com/subject/1292062/),🌟8.5,萨姆·门德斯 / 凯文·史派西 / 安妮特·贝宁 / 索拉·伯奇 / 剧情 / 爱情 / 家庭 / 美国 / 1999,1999,USA,Drama-Comedy,[American Beauty](https://www.imdb.com/title/tt0169547/),🌟8.3
944,"History of Violence, A",🎉945,🎉623,David Cronenberg,[暴力史 A History of Violence](https://movie.douban.com/subject/1422917/),🌟7.5,大卫·柯南伯格 / 维果·莫腾森 / 玛丽亚·贝罗 / 艾德·哈里斯 / 动作 / 犯罪 / 剧情 / 惊悚 / 加拿大/美国 / 2005,2005,USA-Germany,Crime-Drama-Mystery,[A History of Violence](https://www.imdb.com/title/tt0399146/),🌟7.4
945,Numéro deux,🎉946,🎉909,Jean-Luc Godard,[第二号 Numéro deux](https://movie.douban.com/subject/1429053/),🌟7.5,让-吕克·戈达尔 / 安娜-玛丽·米埃维尔 / Sandrine Battistella / Pierre Oudrey / 让-吕克·戈达尔 / 剧情 / 纪录片 / 法国 / 1975,1975,France,Drama,[Number Two](https://www.imdb.com/title/tt0073471/),🌟6.2
946,"Bête humaine, La",🎉947,🎉894,Jean Renoir,[衣冠禽兽 La bête humaine](https://movie.douban.com/subject/1436858/),🌟7.4,让·雷诺阿 / 让·迦本 / 西蒙妮·西蒙 / 费尔南·勒杜 / 剧情 / 犯罪 / 法国 / 1938,1938,France,Drama-Crime,[La Bête Humaine](https://www.imdb.com/title/tt0029957/),🌟7.5
947,Léon,🎉948,🎉807,Luc Besson,[这个杀手不太冷 Léon](https://movie.douban.com/subject/1295644/),🌟9.4,吕克·贝松 / 让·雷诺 / 娜塔莉·波特曼 / 加里·奥德曼 / 剧情 / 动作 / 犯罪 / 法国/美国 / 1994,1994,France,Thriller-Crime,[Léon: The Professional](https://www.imdb.com/title/tt0110413/),🌟8.5
948,Not Reconciled,🎉949,🎉1116,Jean-Marie Straub,[没有和解 Nicht versöhnt oder Es hilft nur Gewalt wo Gewalt herrscht](https://movie.douban.com/subject/1850440/),🌟7.5,让-马里·斯特劳布 / 达尼埃尔·于伊耶 / Heinrich Hargesheimer / Carlheinz Hargesheimer / Martha Staendner / 剧情 / 西德 / 1965,1965,West Germany,Drama,[Not Reconciled](https://www.imdb.com/title/tt0059503/),🌟6.3
949,Arabian Nights,🎉950,🎉910,Pier Paolo Pasolini,[一千零一夜 Il fiore delle mille e una notte](https://movie.douban.com/subject/1294654/),🌟7.4,皮埃尔·保罗·帕索里尼 / 尼内托·达沃利 / 弗兰科·奇蒂 / 弗兰科·梅利 / 剧情 / 喜剧 / 历史 / 爱情 / 奇幻 / 意大利/法国 / 1974,1974,Italy-France,Fantasy-Adventure-Drama,[Arabian Nights](https://www.imdb.com/title/tt0071502/),🌟6.7
950,Elephant [TV],🎉951,🎉1170,Alan Clarke,[大象 Elephant](https://movie.douban.com/subject/1921860/),🌟7.9,阿兰·克拉克 / Michael Liebman /  / Bill Hamilton / 短片 / 英国 / 1989,1989,UK,Short-Crime-Drama,[Elephant](https://www.imdb.com/title/tt0097270/),🌟7.1
